response,rxtime,subj,highDimCoh,irrDimCoh,lowDimCoh
1,2.33296457584947,2,1,1,1
2,1.91622126521543,2,1,2,2
3,2.41604604292661,2,1,2,1
3,1.29989051958546,2,1,1,1
4,3.44913398381323,2,2,1,2
2,5.18165043694898,2,1,1,1
3,1.1665864251554,2,1,2,1
3,2.44931992189959,2,2,2,2
2,1.33281244477257,2,2,2,2
3,0.982964319642633,2,2,1,2
1,1.26653212308884,2,2,1,1
4,1.0829462390393,2,1,2,2
4,4.69864491512999,2,1,1,1
3,1.2330653630197,2,2,1,2
4,1.68285103607923,2,2,2,1
2,1.29974231263623,2,2,1,1
1,1.51618311181664,2,2,2,1
3,1.56628047255799,2,1,1,2
1,1.58278731582686,2,2,1,2
4,3.415719141718,2,1,2,1
2,4.16529874363914,2,1,2,1
2,3.88229177240282,2,2,1,1
2,4.36524024512619,2,2,1,1
4,4.68189025484025,2,1,1,2
2,6.7812500661239,2,1,1,2
4,1.41642848402262,2,1,1,2
3,1.73303140513599,2,1,2,1
1,2.4995440589264,2,2,1,2
2,4.21549118636176,2,2,1,2
1,1.79950641840696,2,1,1,2
1,1.0998095641844,2,1,2,2
4,3.84891949081793,2,2,1,1
2,1.28292154753581,2,1,1,2
1,1.29976464947686,2,2,1,1
3,2.28285634843633,2,2,2,1
3,1.33296487759799,2,1,1,2
2,1.08319103717804,2,2,1,1
4,1.04968865960836,2,1,2,2
3,1.36632085964084,2,1,2,2
2,0.949840156827122,2,1,1,1
4,0.816485050134361,2,2,2,2
1,0.966271839570254,2,1,1,2
2,1.26635252358392,2,1,1,1
3,4.29872297309339,2,2,2,1
1,1.04987942660227,2,2,2,1
1,1.2996644359082,2,1,1,2
2,1.08300057100132,2,2,2,1
2,1.24958699708804,2,1,2,1
2,1.68286824133247,2,1,1,2
3,1.38295719586313,2,1,2,2
1,1.98274065041915,2,2,1,1
4,1.06670019170269,2,2,2,2
1,1.41640675067902,2,1,1,1
2,1.08321005385369,2,1,2,1
4,1.7496070698835,2,2,2,1
4,2.33275448996574,2,1,2,2
3,0.999810741748661,2,1,2,1
3,1.21645287284628,2,2,1,1
3,1.86621476011351,2,2,1,1
2,0.866521135903895,2,2,2,1
4,2.26612010132521,2,1,2,1
2,0.883110081776977,2,2,2,2
4,0.98342675017193,2,1,2,2
1,1.21644200617447,2,2,2,2
4,1.0331292944029,2,1,1,2
2,1.04982901830226,2,1,1,1
3,1.89961541583762,2,2,1,2
1,1.16645210329443,2,2,1,1
3,1.09973078221083,2,1,2,2
3,0.9330640649423,2,2,2,2
1,1.99932718137279,2,1,2,1
4,0.983223003335297,2,1,1,2
3,0.999814967159182,2,2,1,1
2,1.34975576028228,2,1,1,1
4,1.1496210754849,2,1,2,2
4,2.01609874563292,2,2,1,1
1,1.59951028227806,2,1,1,2
1,2.26606878684834,2,2,1,2
2,1.43308504344895,2,2,1,2
4,1.15004758629948,2,2,2,1
1,1.44973375555128,2,2,2,1
2,1.33294073026627,2,1,1,1
3,1.33302253112197,2,1,2,1
4,0.883350050542504,2,1,2,2
1,0.783226263243705,2,2,1,2
4,2.14924799185246,2,1,1,1
3,3.18239569896832,2,2,2,2
1,1.48307253187522,2,1,1,2
3,1.26628702273592,2,1,2,2
4,2.23271491751075,2,1,2,1
2,1.71628489438444,2,1,1,1
1,0.883234744891524,2,1,2,2
4,1.38306284230202,2,2,1,2
2,1.29961100872606,2,2,2,1
2,3.21574564371258,2,2,1,2
3,2.78255012398586,2,1,2,1
4,1.18298762198538,2,1,2,1
2,1.23299352312461,2,2,2,2
4,1.04956973111257,2,2,1,2
2,1.59967056335881,2,1,2,2
2,3.43237841781229,2,2,1,2
4,3.4992026691325,2,2,1,1
4,1.91602778062224,2,2,1,2
3,2.44929215172306,2,2,2,1
3,1.24976720008999,2,2,1,2
2,5.99816899187863,2,1,1,1
1,1.33287371974438,2,2,2,2
3,3.66557327378541,2,1,2,1
4,1.08286413643509,2,1,2,1
4,1.68272486375645,2,1,1,1
4,1.86613537464291,2,2,2,2
1,2.68252353090793,2,1,1,1
4,3.13261920167133,2,1,1,1
4,3.2657660334371,2,2,2,1
4,3.13221895182505,2,2,1,1
4,2.6659025894478,2,1,2,2
3,1.43304610531777,2,1,1,2
4,2.0994636467658,2,2,2,2
4,1.89947716984898,2,2,1,1
1,2.08287621010095,2,1,2,2
2,1.51638746261597,2,2,2,2
3,3.43223685119301,2,1,2,1
1,1.61611884832382,2,2,2,2
3,1.76635146699846,2,1,1,2
3,2.24951485497877,2,2,2,1
3,1.49966359045357,2,2,2,2
1,1.98267243243754,2,2,2,1
2,1.59924646746367,2,2,2,1
2,1.51615896401927,2,1,2,2
4,1.09968942869455,2,2,2,2
1,2.9328162483871,2,1,1,1
3,1.23328722082078,2,2,1,1
1,3.06569171883166,2,1,2,1
1,2.66598076792434,2,2,1,2
4,2.48267198028043,2,2,1,1
4,2.54933776101097,2,1,1,1
1,5.44845210993662,2,1,2,1
2,2.6495572347194,2,1,1,1
3,3.43220032798126,2,2,2,2
4,3.28245851350948,2,2,1,1
1,2.13278250163421,2,2,1,1
2,3.71580163668841,2,2,2,2
2,1.91613101260737,2,1,2,2
1,3.23231315845624,2,2,2,2
2,2.41596061969176,2,2,2,1
1,3.06584898103029,2,1,2,2
1,2.01607731403783,2,1,1,1
4,2.21612627338618,2,1,1,2
2,1.69955075997859,2,2,1,1
1,1.13310004491359,2,2,1,1
2,1.66615976346657,2,2,2,1
1,1.18287141062319,2,1,1,1
4,0.883196108043194,2,2,2,2
4,1.58326665032655,2,1,2,1
4,3.91550890449435,2,2,1,1
3,0.916494437027723,2,2,2,1
3,1.08300449559465,2,1,2,2
3,1.99950134800747,2,2,1,1
1,1.18310775747523,2,1,1,2
4,0.916377924382687,2,1,2,2
1,1.13297326909378,2,1,1,1
2,2.44928037980571,2,2,1,2
2,2.63256139820442,2,1,1,2
2,2.11592792952433,2,1,2,1
4,1.08303317101672,2,1,1,2
2,1.48295149067417,2,1,1,2
4,0.983173198066652,2,1,2,1
2,1.11630916316062,2,2,2,2
4,3.19896381720901,2,1,1,1
2,1.94944081176072,2,1,1,2
3,0.949807858560234,2,2,1,2
4,1.71604009624571,2,1,2,2
4,0.866484008263797,2,2,1,2
3,1.04975566919893,2,2,2,1
2,2.03279846906662,2,1,2,1
3,2.91603291220963,2,2,1,2
2,1.21642298996449,2,1,1,1
4,1.06638808129355,2,2,1,2
1,1.21639069216326,2,1,1,1
4,1.03290109755471,2,1,2,2
1,0.999731053598225,2,2,2,2
2,0.966480114962906,2,2,1,2
3,0.949697986245155,2,1,1,2
4,0.816496519837528,2,2,2,2
2,0.949958179146051,2,2,2,2
2,0.933136508800089,2,2,1,1
4,1.06672615092248,2,1,1,2
1,1.24973792070523,2,2,2,1
4,4.14879250340164,2,1,2,1
1,1.31622229190543,2,1,1,1
2,1.68293977947906,2,1,1,1
4,3.0823784628883,2,2,1,1
3,0.933143753092736,2,1,1,2
4,0.916651398409158,2,1,2,1
2,1.21645619347692,2,2,2,1
2,1.34970836993307,2,2,1,2
2,0.833135573193431,2,2,2,2
3,2.7658660961315,2,2,2,1
3,1.33306056354195,2,1,2,2
2,1.01652585994452,2,1,1,1
4,3.98213333263993,2,2,1,1
2,0.966350622475147,2,1,2,2
3,2.0828481381759,2,2,2,1
4,2.63250193418935,2,2,2,1
3,1.44945364072919,2,1,2,1
4,0.983123091515154,2,1,2,2
1,1.54958678549156,2,1,1,1
2,0.833189603872597,2,2,1,1
4,0.966387749649584,2,2,1,2
1,1.31635057646781,2,2,2,2
1,1.34958883840591,2,1,2,2
1,1.13301341468468,2,2,2,1
1,0.899920584168285,2,2,1,2
4,2.36621672241017,2,2,2,2
2,1.04960655653849,2,2,2,1
4,1.18300331849605,2,2,1,1
1,2.89914936292917,2,2,1,1
3,1.18310956843197,2,2,2,2
4,0.783249203581363,2,2,1,2
4,1.39970551757142,2,2,2,1
2,1.11645193723962,2,1,1,2
4,1.01651046518236,2,1,2,2
4,1.19969247793779,2,1,2,2
2,2.69932346884161,2,2,1,2
2,2.36609326675534,2,1,1,1
3,1.49947644490749,2,1,1,2
4,0.933214083779603,2,2,2,2
3,1.94952895166352,2,1,2,2
2,1.49958631768823,2,1,2,1
3,1.34962385240942,2,2,1,2
1,1.36630576755852,2,1,1,2
1,2.06638536509126,2,1,2,1
4,2.58253889530897,2,1,1,1
4,1.03302515670657,2,2,2,2
1,1.54972171178088,2,2,2,1
1,1.8494978309609,2,1,1,2
1,1.24967332510278,2,1,1,2
4,4.51528511475772,2,1,2,1
3,1.56627202080563,2,1,2,1
1,1.11628380790353,2,2,2,1
4,1.39970189519227,2,1,2,2
2,1.29960225522518,2,1,2,2
4,1.86607319349423,2,2,2,1
1,2.24943909142166,2,1,2,1
2,1.1832028394565,2,1,2,1
4,1.38301243400201,2,1,1,2
2,0.916512850206345,2,1,1,2
3,0.966583950445056,2,2,1,2
1,0.98307328671217,2,2,1,2
1,1.29976374376565,2,1,2,1
2,0.849698258098215,2,2,2,2
1,1.89945453125983,2,1,1,1
4,0.983164444565773,2,2,1,2
2,1.5996910892427,2,1,2,2
4,1.78276322875172,2,2,2,1
1,1.04987731389701,2,2,2,2
3,2.49931556032971,2,2,1,1
2,1.08328974153847,2,1,1,1
1,1.04980577575043,2,2,1,1
4,2.19936436926946,3,1,1,2
4,1.16658038878813,3,2,1,1
1,1.08310893457383,3,2,2,2
2,1.94943537889048,3,2,1,1
1,1.69961294066161,3,1,1,1
4,2.34936003759503,3,1,1,1
1,4.53211523685604,3,1,1,1
2,1.41637052921578,3,1,1,2
2,0.916560844052583,3,2,1,2
1,1.69962954195216,3,1,2,1
4,3.64892154373229,3,1,2,2
1,1.2164202737622,3,2,2,1
3,3.13231312856078,3,1,2,1
3,4.04886370943859,3,1,2,1
3,1.99950346071273,3,2,1,2
3,3.71569568803534,3,1,2,2
3,0.8164959163405,3,1,2,1
3,1.03330436581746,3,2,1,1
4,2.09939573146403,3,1,2,2
4,3.78214383684099,3,2,1,1
4,0.983062721788883,3,1,2,2
2,2.08285477897152,3,2,1,2
2,2.68263068702072,3,2,1,1
1,0.966539276763797,3,1,2,2
4,1.94953166786581,3,1,1,2
3,1.33298781840131,3,2,2,1
4,2.1159273260273,3,1,1,1
2,1.84946975903586,3,2,2,1
3,2.94911240180954,3,2,1,2
3,2.08283666800708,3,2,2,2
1,1.33287704037502,3,2,1,1
2,3.38222732814029,3,1,2,1
4,2.44925261009485,3,2,1,2
4,4.33206718275324,3,1,1,2
2,1.6162649425678,3,2,2,1
4,2.48266745219007,3,2,2,1
1,1.46638005226851,3,2,1,1
2,2.29940726142377,3,1,1,1
3,1.86605146061629,3,1,1,1
1,3.04919785493985,3,1,1,2
1,2.28278571646661,3,2,1,2
4,2.44928762409836,3,1,1,2
4,3.36577542079613,3,1,2,2
1,1.982972771395,3,1,1,1
2,2.44938572496176,3,2,2,2
1,1.96604726510122,3,1,2,1
4,3.34905154956505,3,1,2,2
1,1.14972189255059,3,1,1,1
3,2.24946655984968,3,1,2,2
3,1.1163233499974,3,2,2,2
3,4.76523764943704,3,2,2,1
3,2.14942577993497,3,2,2,1
1,2.21626934967935,3,2,2,1
1,1.43301018560305,3,2,1,1
1,0.50003758026287,3,1,2,1
4,1.73299940954894,3,1,1,2
4,2.01604350702837,3,1,1,1
1,0.833078825846314,3,1,1,2
1,0.766446548979729,3,2,1,2
1,0.866615916136652,3,2,2,2
3,3.38230218645185,3,2,1,1
2,4.84858383610845,3,1,1,1
2,1.18310655001551,3,2,2,1
1,0.883102535735816,3,1,1,2
1,1.04985588276759,3,2,1,2
2,1.0663551799953,3,1,1,2
1,1.14963948819786,3,1,2,1
3,3.21558264596388,3,1,2,1
1,2.94904720271006,3,1,1,1
3,1.38293968886137,3,2,2,2
3,2.34941708669066,3,1,1,2
3,1.63281676126644,3,1,1,2
2,1.53287287475541,3,2,2,1
1,1.29967590654269,3,1,2,2
2,6.5148963346146,3,1,2,1
2,1.34968724055216,3,2,1,1
3,2.68244414543733,3,1,1,2
4,3.11567920725793,3,2,1,1
2,1.66619326872751,3,2,1,2
4,2.26615028548986,3,2,1,2
4,2.21612929226831,3,2,2,1
2,1.44944518897682,3,2,1,1
2,0.916571710258722,3,1,2,2
3,4.78184893168509,3,2,1,1
3,1.06634642602876,3,2,1,2
3,1.64951950404793,3,2,2,2
2,1.53290124842897,3,1,1,2
2,1.66630253754556,3,1,2,1
1,1.46610687999055,3,2,2,1
4,3.31552592897788,3,1,2,1
2,1.28305586986244,3,2,1,2
1,1.0164072336629,3,2,2,1
1,2.96580035379156,3,1,1,2
4,1.91635136120021,3,2,2,1
2,1.49965574266389,3,1,2,2
2,2.26591393910348,3,1,1,2
2,2.7991801216267,3,2,2,2
4,2.83268551807851,3,1,2,2
4,1.03302606241778,3,2,1,2
3,1.19969851477072,3,2,1,2
3,1.13287516869605,3,2,2,1
1,1.18294808035716,3,2,2,2
2,0.99964653654024,3,2,2,2
3,3.84900310263038,3,1,1,1
3,6.59818064328283,3,2,1,1
4,2.23263975791633,3,2,2,1
2,1.91610746830702,3,1,2,2
3,1.06638083700091,3,2,2,2
2,1.69952661218122,3,2,2,2
1,0.783231696579605,3,1,2,2
1,1.01640330953524,3,2,1,1
3,1.0330182146281,3,2,2,2
1,0.683321314863861,3,2,1,2
2,0.849740516394377,3,1,2,1
4,1.59964098222554,3,1,1,1
4,0.933020900934935,3,1,2,1
3,0.949821743648499,3,2,1,1
4,0.899827916640788,3,2,2,2
4,0.883160188794136,3,2,2,2
2,2.11598709179088,3,1,1,1
1,0.749737166333944,3,2,2,2
3,2.96570647927001,3,1,1,1
3,3.11582499975339,3,1,1,1
2,1.56612532259896,3,1,2,1
1,0.966500942129642,3,1,2,2
3,1.18317506927997,3,2,1,2
2,1.53298576595262,3,1,2,2
3,1.16648802300915,3,1,2,1
3,1.39954765094444,3,2,2,1
3,1.13294398970902,3,1,2,2
3,3.43242490245029,3,1,1,1
2,1.23309615114704,3,1,2,1
3,1.48299767356366,3,2,2,1
1,1.33315232535824,3,2,2,1
3,2.63260758062825,3,2,2,1
4,3.33238714141771,3,2,1,1
4,0.883165923878551,3,2,2,2
3,3.74893847713247,3,1,1,1
3,0.833389728330076,3,2,1,1
3,1.23308679414913,3,1,2,1
2,0.966493396088481,3,2,1,2
1,0.782928339205682,3,2,2,1
2,1.09974164841697,3,1,1,1
2,0.749822286888957,3,1,1,2
1,0.783064170740545,3,2,2,1
1,0.983108904678375,3,1,2,1
2,0.949863700661808,3,2,2,2
2,1.29966232320294,3,2,2,1
4,1.34961268398911,3,2,1,1
3,0.766520199831575,3,2,1,2
2,1.49947282299399,3,2,1,1
4,1.74932514410466,3,1,2,1
1,1.51636240910739,3,1,1,1
1,0.799582785926759,3,2,2,2
2,0.766439002938569,3,2,2,2
1,1.99945908924565,3,2,1,1
1,2.89924052078277,3,1,2,2
3,1.58300555218011,3,2,1,1
2,1.31635782076046,3,2,1,2
2,1.04989723581821,3,1,1,2
1,0.866548603866249,3,1,1,2
3,1.29972571134567,3,2,2,2
3,1.74949327297509,3,1,1,2
1,5.01510928850621,3,2,1,1
1,1.63284392748028,3,1,2,2
4,2.18299064040184,3,1,1,1
1,1.88303854363039,3,1,2,1
2,0.966512110549957,3,1,2,1
1,0.733175386209041,3,2,1,2
2,1.0997223299928,3,1,2,2
2,0.849906533025205,3,1,1,1
1,0.633265004958957,3,2,2,2
3,2.61583450762555,3,2,1,1
4,1.66617244156078,3,1,1,2
1,1.49951659096405,3,1,2,1
4,1.34970414405689,3,2,2,2
1,1.11669824505225,3,1,1,2
1,0.899822181556374,3,1,2,1
2,0.833107500802726,3,2,2,1
4,1.4996714387089,3,2,2,1
1,1.98285806877539,3,1,1,1
1,0.999802893027663,3,2,1,1
3,2.13277072925121,3,2,1,1
3,2.39939401065931,3,1,1,1
2,0.999770595692098,3,1,2,1
2,1.36624207766727,3,2,1,2
3,1.26617684867233,3,2,2,1
3,1.08299574209377,3,1,2,2
1,5.38162091653794,3,1,2,2
1,1.11648695170879,3,1,1,1
4,1.31621625414118,3,1,2,2
2,0.899797128047794,3,2,2,2
4,1.21642661187798,3,2,2,1
3,2.13278672751039,3,2,2,1
4,1.68298143427819,3,1,2,1
1,1.46630308078602,3,1,1,2
1,1.36633806489408,3,1,2,2
4,2.09927378455177,3,1,2,2
3,1.31660412903875,3,1,2,1
3,1.61627520574257,3,1,2,2
2,1.299644513987,3,1,2,1
4,1.23290870385244,3,1,1,1
3,0.933111153077334,3,2,1,2
4,1.81615573400632,3,2,1,1
3,0.916503190994263,3,1,1,1
2,1.34967637388036,3,2,1,1
3,1.14975992543623,3,2,1,2
4,1.06635185936466,3,2,1,2
2,1.51630143588409,3,1,2,2
1,0.866460766643286,3,2,2,2
2,0.833174209110439,3,1,1,2
1,0.933258756995201,3,1,1,2
4,1.3995814579539,3,1,2,1
3,0.966457476373762,3,2,2,2
3,0.733127090614289,3,2,2,2
4,1.51625555474311,3,1,2,2
2,1.41640976909548,3,2,1,2
2,1.86607108078897,3,2,2,1
4,1.16642433358356,3,1,1,2
3,1.19975556386635,3,1,2,1
3,1.01643651304767,3,2,1,1
1,1.53305911459029,3,2,1,1
3,2.48273627366871,3,1,1,2
1,1.56623489363119,3,2,2,1
3,1.3829858712852,3,2,2,1
3,0.949793672189116,3,1,1,2
4,7.28142951475456,3,2,1,2
2,1.18300180928782,3,2,2,2
1,0.883112194482237,3,2,1,2
2,1.01667346293107,3,1,1,1
3,1.03318906016648,3,2,1,2
1,1.0662640221417,3,1,1,1
3,1.59958151867613,3,1,2,2
2,1.21640216279775,3,2,2,1
2,2.41600499115884,3,1,2,2
4,1.44954811921343,3,1,2,2
4,1.89954961277544,3,1,1,2
4,0.749839794356376,3,1,2,1
4,0.666486664675176,3,2,2,2
2,3.34912701137364,3,1,2,2
4,1.18306429125369,3,1,1,1
4,0.982953452970833,3,1,1,1
3,1.68295758822933,3,2,1,2
4,2.23261742061004,3,2,1,2
2,2.29940605396405,3,2,1,1
4,4.28194175008684,3,1,1,2
1,0.966472870204598,3,2,1,2
3,2.29916306724772,3,1,1,2
1,0.983115545008332,3,2,2,2
2,0.949814499821514,3,1,1,1
1,0.749719960615039,3,2,1,2
3,1.14963677152991,3,2,2,2
3,1.84956846339628,3,1,2,1
4,1.63295500725508,3,2,2,2
2,2.11596928257495,3,1,1,2
2,0.899791996926069,3,2,1,1
3,1.14976052939892,3,2,1,2
4,1.2996197626926,3,1,2,2
2,1.58289266098291,3,1,1,1
1,2.11611386761069,3,1,1,2
1,0.766553101595491,3,2,1,2
2,0.733386981766671,3,2,2,2
2,1.98288795212284,3,2,2,1
3,0.983016539365053,3,1,1,2
1,1.24971407512203,3,2,1,1
1,0.733207684010267,3,2,2,2
4,1.39961737766862,3,2,2,1
2,1.39971728948876,3,2,2,2
4,1.69959996128455,3,2,2,1
2,1.54964443854988,3,1,2,1
1,3.73229550058022,3,1,1,1
1,2.94920416316018,3,1,2,2
3,5.49845016282052,3,1,2,1
2,0.982978808227926,3,2,1,1
1,3.89892056258395,3,1,1,1
4,1.64942562906072,3,1,1,2
3,8.58060073107481,3,2,1,1
3,1.69950367184356,3,2,2,1
3,1.34971078438684,3,2,1,2
4,5.4816109854728,3,2,1,1
1,1.24954836023971,3,1,2,1
2,0.799877993296832,3,1,1,1
2,1.4661953211762,3,1,1,1
4,1.39956757286564,3,2,2,1
3,1.49965000804514,3,2,2,1
2,1.21629893081263,3,1,2,1
3,1.09978934051469,3,2,2,2
4,1.88278106786311,3,2,1,2
4,2.18259793659672,3,2,2,2
3,2.48274472542107,3,1,1,1
4,1.86603123694658,3,1,2,2
2,1.49962193565443,3,1,1,1
1,1.3997326833196,3,2,1,1
1,3.63213035929948,3,2,2,2
4,1.199554533232,3,1,2,2
3,0.883073558099568,3,2,2,2
4,1.39977796049789,3,1,1,2
3,1.11639368021861,3,2,1,2
1,0.91640056297183,3,2,1,2
1,0.983150861226022,3,1,1,2
1,1.9827379337512,3,1,2,2
4,1.14968717982993,3,1,1,2
1,1.11635866621509,3,2,2,2
3,1.8494869642891,3,2,2,1
3,5.69845837308094,3,1,1,2
2,0.983202477451414,3,2,2,1
1,1.23292681481689,3,2,1,1
3,1.58284979872406,3,1,2,1
1,1.11632727412507,3,2,2,1
4,1.11633693333715,3,2,2,2
1,1.4995694141835,3,2,1,1
3,1.34972074534744,3,2,2,2
1,1.01644979417324,3,2,1,2
1,1.56635050103068,3,2,2,1
2,1.14991084905341,3,1,2,2
4,3.16580162150785,3,1,2,1
2,1.13296753400937,3,1,2,2
1,1.08300691004843,3,1,1,2
4,1.86613537417725,3,1,2,1
3,1.08307060040534,3,1,2,2
4,1.98272223770618,3,1,2,1
2,3.48235353082418,3,1,1,2
1,0.883200636133552,3,1,2,2
4,1.03337077237666,3,2,2,2
4,2.69932527979836,3,1,2,2
1,1.19968372397125,3,1,2,1
2,1.04983897926286,3,1,2,2
3,3.34908807277679,3,1,1,2
1,1.0997932641767,3,1,1,1
1,1.51620424073189,3,2,1,2
2,0.883129399735481,3,2,2,2
2,0.716588251758367,3,2,1,2
3,1.96596003137529,3,2,1,1
3,1.33302434207872,3,2,1,1
1,1.0997485909611,3,1,1,1
4,0.366551471408457,3,1,2,1
3,1.38301696162671,3,2,2,2
1,0.849698559846729,3,1,2,1
4,1.26643100427464,3,2,1,2
3,0.850024857092649,3,2,1,1
2,0.949845891911536,3,2,1,2
2,0.666642418131232,3,2,2,2
3,1.13315709494054,3,1,2,2
3,1.51632860209793,3,1,2,2
4,1.81610804237425,3,1,1,1
2,0.86654317099601,3,2,1,1
3,0.999789611902088,3,2,1,2
2,1.13293191604316,3,1,1,2
1,1.83265986060724,3,2,2,1
2,1.04974299157038,3,1,1,2
2,0.799805851653218,3,2,2,1
4,1.54968881048262,3,1,1,2
4,0.699876755475998,3,2,1,2
1,0.849840729963034,3,1,2,2
4,1.01634173234925,3,2,1,2
4,2.06621119892225,3,1,2,1
2,0.91626292001456,3,2,1,1
2,2.46592758223414,3,1,2,2
3,1.81620976515114,3,1,1,1
1,0.983092906884849,3,2,2,1
2,0.766626751981676,3,2,1,1
4,2.09956506779417,3,2,2,1
1,0.766480959951878,3,1,1,2
2,0.733278618194163,3,1,1,2
2,1.23305721301585,3,2,1,2
1,1.51636089989915,3,1,2,1
4,1.5163234709762,3,1,1,1
3,1.74950202694163,3,1,1,1
4,1.96593980723992,3,2,1,1
3,1.18308300571516,3,2,2,1
4,0.699877359438688,3,2,2,2
4,1.63299847347662,3,1,1,1
1,0.849700069054961,3,2,2,2
3,1.23290840210393,3,1,2,1
4,1.2997036757879,3,2,1,1
4,0.933225553482771,3,2,1,1
2,1.28299368917942,3,2,1,2
1,0.666669584345073,3,1,2,1
2,1.18310987018049,3,1,2,1
4,3.51557760545984,3,1,1,2
4,1.01635018456727,3,1,1,1
2,1.19959437707439,3,2,2,1
3,0.983193119987845,3,1,2,2
3,4.36529035167769,3,1,1,1
2,0.999703283887357,3,2,1,1
2,1.6660764538683,3,1,1,1
2,0.799831810407341,3,2,2,1
4,0.949608639348298,3,2,2,1
2,1.39970129169524,3,1,1,2
3,0.983024085406214,3,2,2,1
1,0.916403883136809,3,2,1,2
1,1.46624271152541,3,2,2,1
2,1.06629601772875,3,2,2,2
1,1.31634544581175,3,2,2,2
4,1.0996529054828,3,2,2,1
1,1.59967509098351,3,2,1,1
1,0.683264869265258,3,2,2,1
3,2.28262513317168,3,2,1,1
1,1.13332975143567,3,2,2,1
1,0.816368838772178,3,1,1,2
4,1.48298952402547,3,1,1,2
1,1.23296847008169,3,1,2,2
2,1.2662293696776,3,2,1,1
2,0.916786625981331,3,2,1,2
3,0.883087141439319,3,2,1,2
2,0.883140266407281,3,2,1,2
4,1.06650489615276,3,1,1,1
4,1.66617063013837,3,2,2,1
1,1.31630711071193,3,1,1,2
1,1.76621986180544,3,1,1,2
3,1.13314411509782,3,1,1,2
4,1.01647937530652,3,2,1,1
1,0.833109613973647,3,1,2,2
4,1.44969089282677,3,2,1,2
4,0.849722707644105,3,1,1,2
3,0.849700069054961,3,2,1,2
2,2.43270622426644,3,1,2,1
2,0.899776602163911,3,2,2,1
3,1.13297055289149,3,1,1,1
4,5.26522844284773,3,2,1,1
3,2.91590191051364,3,2,2,1
3,0.899853271432221,3,1,2,1
3,1.03325908863917,3,1,1,1
4,1.33298932760954,3,1,1,1
1,1.93281715363264,3,2,1,1
2,0.849764664191753,3,1,2,1
3,1.28306643478572,3,2,2,1
3,0.799694167915732,3,2,1,1
1,1.3663000324741,3,1,1,1
2,0.883065106812865,3,2,1,1
4,1.2664222503081,3,1,2,2
2,0.916342306416482,3,1,1,2
3,1.76621140958741,3,1,1,2
3,1.24955741595477,3,2,2,2
4,3.24903099332005,3,1,1,1
1,1.06648950232193,3,2,1,2
1,0.766527745872736,3,2,1,2
1,0.849758929572999,3,2,1,2
4,1.31633216422051,3,1,1,2
2,2.71577447047457,3,2,1,2
3,1.24971045274287,3,1,2,2
2,1.51634550606832,3,1,1,2
2,1.51612757192925,3,1,2,2
4,1.34976058965549,3,1,2,1
3,1.39998140605167,3,1,1,1
2,1.41647526994348,3,1,1,1
3,1.18315092148259,3,1,1,2
1,1.86615107068792,3,1,2,1
4,1.11623128643259,3,1,1,1
3,1.0164920524694,3,1,2,2
4,1.41616044286638,3,2,2,2
1,1.03308190405369,3,2,1,1
2,1.18294687243178,3,2,2,2
1,1.06619520066306,3,1,2,2
4,1.01650623977184,3,2,1,1
1,1.1662712963298,3,2,1,1
3,1.24970441590995,3,2,2,2
3,6.78142845770344,3,1,2,1
3,1.03297082427889,3,1,2,1
4,2.61594317294657,3,1,1,1
1,0.733133731875569,3,2,2,2
2,0.799809473566711,3,1,2,1
4,1.33294435217977,3,1,2,2
2,1.14987311838195,3,1,1,2
1,0.916505605913699,3,2,2,2
1,1.01632241439074,3,2,2,1
3,1.34965916862711,3,2,1,1
2,1.18298822594807,3,2,2,2
2,2.24950278177857,3,1,2,2
3,1.09967644931749,3,2,2,2
3,1.1329853432253,3,2,1,2
2,1.03317758999765,3,1,2,2
2,0.99982764525339,3,1,2,2
4,1.49968472030014,3,2,2,2
1,0.999719583429396,3,1,1,1
4,1.0997093510814,3,2,2,2
2,1.14965337328613,3,1,1,1
4,1.1662429231219,3,1,2,2
4,0.883140870369971,3,2,1,2
1,1.04963915655389,3,1,2,1
2,0.916583784390241,3,2,2,1
1,1.2998165669851,3,1,1,1
1,0.716581309214234,3,2,2,2
3,1.13308012345806,3,2,1,2
1,1.58318907534704,3,2,2,2
2,0.76636173017323,3,2,2,2
2,1.28302477952093,3,1,2,1
4,1.28290947386995,3,1,2,2
4,0.816521573811769,3,2,2,2
3,1.63320886157453,3,1,2,1
2,1.44981012260541,3,1,2,1
1,0.783043946605176,3,1,2,2
4,0.783284519799054,3,1,2,1
4,3.24904246348888,3,2,1,1
2,2.73246423341334,3,1,1,1
3,2.19955121306702,3,1,2,1
1,2.982594253961,3,1,2,1
4,1.09989800583571,3,2,1,2
3,1.01639908412471,3,1,1,2
1,0.799840563908219,3,1,1,2
4,5.5981628340669,3,2,1,1
3,2.64928194927052,3,2,2,1
3,2.03281990019605,3,1,2,1
3,1.84944742219523,3,1,2,2
4,1.18318774737418,3,2,1,2
3,1.81614728271961,3,2,2,1
2,0.949795784894377,3,2,2,1
4,1.49965815711766,3,1,1,2
2,0.816402041818947,3,2,1,2
2,3.68250210024416,3,2,1,1
1,1.13303062040359,3,1,1,1
3,1.21634179260582,3,1,2,2
1,1.94952185959119,4,1,2,1
4,1.4996213332015,4,2,1,2
4,1.66616137514211,4,1,2,1
4,1.24976886082004,4,1,1,2
3,0.866667632577446,4,1,2,1
