response,rxtime,subj,highDimCoh,irrDimCoh,lowDimCoh
4,2.0616572741128,20,1,1,1
1,3.40841737324081,20,2,2,1
2,2.84300388480187,20,2,2,1
3,5.23705745101324,20,1,1,2
2,8.57904531061649,20,1,1,1
2,5.45337905346241,20,2,2,1
3,2.29450845329848,20,1,2,2
3,4.20632766962808,20,2,1,1
1,3.20885475307296,20,2,1,1
4,3.49144830375735,20,2,1,1
1,1.79558394281776,20,2,1,1
1,2.6103114784346,20,1,1,2
4,2.11157290720439,20,2,1,1
1,2.42736265096755,20,1,1,1
4,5.63628743309528,20,1,1,1
4,1.91199610009789,20,2,1,2
2,1.47974258281465,20,2,2,2
2,1.56294224715384,20,1,2,2
1,1.41327473429556,20,2,2,1
3,2.04504619806539,20,1,1,2
1,1.47986634107656,20,1,1,2
3,1.21369490869984,20,2,2,1
2,1.28025451944268,20,1,2,1
3,4.88804706436349,20,1,1,1
3,1.18044257162546,20,2,1,2
3,1.7789272874943,20,2,1,2
4,1.46314297702338,20,1,1,2
3,3.00931477161066,20,1,1,1
4,4.47223498373933,20,1,2,2
3,1.59626612253487,20,1,1,1
4,2.29452445131028,20,1,2,1
2,5.38677507085958,20,2,1,2
4,6.51728027625359,20,1,1,1
2,2.87636639691482,20,1,2,1
2,2.92613985891512,20,1,1,1
3,2.01179295543989,20,1,2,1
3,1.84539694710111,20,2,1,2
4,1.36332227558887,20,2,2,1
2,2.57712313343654,20,1,1,2
4,1.91192607102857,20,2,1,1
4,3.65771029096504,20,1,2,1
1,3.54129722811922,20,2,2,1
2,3.27540862865862,20,2,1,2
3,1.44645009977103,20,2,1,2
2,1.33023625754868,20,1,2,2
2,1.87884035485331,20,2,1,1
1,1.62940285126388,20,2,1,2
3,2.85970219536102,20,1,2,1
1,2.27779565397941,20,2,1,1
3,1.82895520856255,20,1,2,2
2,5.7692333929881,20,2,2,2
4,1.76240254036384,20,2,1,2
3,3.55790468197665,20,1,2,1
2,2.57729971535446,20,2,1,2
4,1.47966923339118,20,2,1,2
1,6.01865640781762,20,1,1,1
2,2.9261247664399,20,1,1,1
4,2.72655610927904,20,1,2,1
1,1.24715371079219,20,1,2,2
1,1.1307195184927,20,1,2,2
4,1.52971254878503,20,2,2,2
2,3.75747303730168,20,1,1,2
4,2.59359898095136,20,1,2,1
2,5.28731960723235,20,2,2,1
2,1.46310464214184,20,1,2,2
4,0.914566649866174,20,2,1,2
2,2.85966174752684,20,1,2,1
2,2.51048111780256,20,2,1,1
4,0.964288797462359,20,2,2,2
3,2.77666734078957,20,2,2,1
1,6.00200156358187,20,1,2,1
2,1.66257761303859,20,2,2,2
2,2.31104165219585,20,1,2,1
2,3.09264272195287,20,1,2,1
3,2.11147088209691,20,1,2,2
2,1.61273080162937,20,2,2,2
2,1.1140245282877,20,2,2,2
4,1.84552734604222,20,1,1,2
3,1.1638656045543,20,2,1,1
4,2.04520195236546,20,2,2,2
2,2.74325049578329,20,1,1,2
4,1.67924121090618,20,1,2,2
3,2.34408963720489,20,1,1,1
3,0.748228596610716,20,2,1,2
3,1.61284852289828,20,1,1,2
4,0.96441708347993,20,2,2,2
1,4.58867008158995,20,1,1,1
4,0.897842078411486,20,1,1,2
1,2.09483837471635,20,1,2,1
1,1.9119973074994,20,2,1,2
2,3.64098028621811,20,2,2,1
1,1.62921932681638,20,1,2,2
2,2.41089525523421,20,2,2,1
2,1.46322447636339,20,2,2,1
3,3.15913502026524,20,1,2,2
4,5.18720067855611,20,1,2,2
4,1.81243197068397,20,1,1,2
3,5.33686336180835,20,2,2,2
2,2.06159992273024,20,2,2,2
4,2.52706683852011,20,2,2,1
1,3.15895753279619,20,1,2,2
3,2.89294547693862,20,1,1,2
1,2.17793118437112,20,1,2,1
1,4.92122816496703,20,1,2,1
2,1.41326386771107,20,2,2,1
2,3.44160934042884,20,2,1,2
3,1.87869878747733,20,2,1,1
2,1.61277155128482,20,2,1,2
4,2.17813342348381,20,2,1,1
3,2.95952682083589,20,2,1,1
1,2.34429912071209,20,1,1,2
2,1.13065884675598,20,2,1,2
2,1.77903746253287,20,1,1,2
1,2.27793903245765,20,1,2,2
1,3.65781533456175,20,2,2,2
4,2.26126517170633,20,1,2,1
1,1.66268446772301,20,1,1,2
1,1.44656389698503,20,1,2,2
3,2.244603384941,20,1,1,2
4,3.24201683716092,20,1,1,1
3,2.27784787392011,20,1,1,1
2,3.39178667696251,20,1,1,1
1,1.14731157803908,20,2,1,2
3,0.997651309575303,20,2,2,2
4,3.74101952664205,20,1,1,1
4,4.72198278855649,20,1,1,2
2,1.49634218859137,20,2,2,2
2,1.29679979234061,20,2,2,1
1,1.6295504556474,20,2,1,2
2,1.77930852332793,20,1,1,1
4,1.44638761693204,20,2,2,1
4,2.31114428101864,20,1,2,2
2,2.74339477981266,20,1,1,1
2,2.02827061405696,20,2,2,2
2,2.19459055633342,20,2,2,1
2,4.75508782308316,20,1,1,2
3,3.10896915401099,20,1,2,1
3,1.92861230760172,20,1,2,2
3,1.82906508176529,20,1,1,2
1,2.0615555508557,20,1,1,1
1,2.27772954895045,20,2,1,1
3,2.74332263780525,20,2,2,1
1,1.42984294773487,20,1,2,1
2,1.74590465784422,20,1,2,1
3,2.97607752701151,20,1,1,2
2,2.09480034169974,20,2,1,1
4,1.04736772202887,20,2,2,2
1,2.14489587703429,20,1,2,2
2,1.56294496379269,20,2,1,1
1,1.67937825054105,20,2,2,2
2,0.947856114406022,20,1,2,2
4,3.05916097933368,20,2,1,2
1,2.19476834565285,20,2,2,1
3,2.54391335714899,20,1,2,1
3,2.11164052147069,20,1,2,2
2,1.42996851711359,20,2,1,1
2,1.49624378567387,20,1,2,2
4,1.01437799396808,20,1,2,2
3,1.51297529965814,20,1,2,1
1,1.03075996632106,20,2,2,1
4,1.89548463435494,20,1,2,2
1,1.87869848562696,20,2,2,2
1,0.897684814859531,20,2,1,1
4,2.17801057075849,20,2,1,2
4,3.02591498108814,20,1,1,2
3,1.81225387951417,20,2,1,1
3,0.76491211654502,20,2,2,1
3,0.831456634798087,20,2,1,2
4,0.897721942339558,20,1,1,2
4,0.731764823081903,20,1,1,2
1,2.66023767624574,20,1,2,1
2,1.08069280481141,20,2,1,1
1,2.56040791932901,20,1,1,1
3,2.47734197427053,20,1,2,2
3,2.39413506555138,20,2,2,1
3,1.11397593053698,20,2,1,2
4,1.74565804685699,20,2,1,2
3,2.07818111569213,20,2,1,1
2,1.33022508912836,20,2,1,2
3,0.997684211164596,20,2,2,2
4,1.51305528976081,20,2,1,1
2,1.41331337102747,20,1,1,2
1,1.56296730064787,20,2,2,1
4,2.90960152856132,20,2,1,2
2,2.07839210845123,20,2,2,1
4,1.01426691337838,20,2,2,2
3,0.798235388225294,20,2,2,1
2,1.39669022097951,20,2,2,2
4,0.698453323508147,20,2,1,2
1,0.947722696961137,20,2,1,1
4,1.49632256837504,20,1,2,1
2,1.04731731317588,20,1,2,1
3,1.42993199333432,20,1,1,1
3,1.49627397060976,20,1,1,1
1,4.08987747931678,20,1,2,1
1,1.31347908635507,20,1,2,2
2,1.49640799176996,20,1,1,1
2,1.94524058909155,20,2,2,1
2,1.16408323800715,20,2,2,2
2,0.914458285915316,20,2,1,2
2,1.2969377375266,20,1,1,2
4,1.08078607628704,20,2,1,2
2,1.13052210895694,20,2,2,2
2,0.981055627838941,20,2,2,1
4,1.18057780017261,20,2,2,2
2,2.85984949786507,20,2,2,1
2,1.14727958200092,20,2,1,1
2,2.09480577497743,20,1,2,1
2,1.84557503825636,20,1,2,2
3,4.18981227983022,20,2,2,1
2,1.31355726537004,20,1,1,2
2,1.24701063414977,20,1,1,1
4,1.52958728127123,20,1,1,1
1,2.3112626059883,20,2,2,2
4,0.94782562761975,20,1,2,1
1,1.6793601395766,20,1,2,1
3,7.21552804029488,20,1,1,2
1,1.4298465699394,20,1,2,1
4,1.67931969174242,20,1,2,2
2,2.19473665146506,20,2,2,1
3,1.51302721776301,20,2,2,2
1,9.31043825519737,20,1,2,2
4,1.29683631611988,20,1,1,1
1,1.19701712392271,20,1,1,1
1,1.51306645819568,20,1,1,1
4,0.81469765251677,20,2,2,2
3,1.46352330730588,20,1,2,2
4,2.41071716406441,20,2,1,2
1,1.77895234098833,20,1,2,1
2,3.04263864699169,20,2,1,1
3,1.42985622912238,20,1,2,1
4,1.36340347307851,20,1,1,2
3,1.59613994946994,20,2,1,1
3,2.3111355273868,20,2,2,2
4,0.748392802692251,20,2,2,1
2,1.51304261208861,20,1,2,2
4,1.39672795216029,20,2,2,1
1,2.89289054034452,20,2,1,2
4,1.49640648251807,20,1,2,2
3,3.27529573698121,20,2,2,1
2,1.33001288898231,20,1,2,2
3,0.814688898870372,20,1,2,2
4,1.49639742702129,20,1,2,2
4,0.881199911862495,20,1,2,2
3,0.748351449336042,20,2,1,2
3,1.7290747409279,20,2,2,2
2,2.6434174185124,20,1,2,2
1,1.76235847035423,20,1,2,1
2,1.57951196984504,20,2,2,1
2,1.14721830656345,20,1,2,1
3,1.76232768171758,20,1,1,1
4,1.21382379840361,20,1,2,2
4,0.665160538614145,20,2,2,2
1,2.79324008198455,20,2,2,1
1,1.39648496337759,20,2,2,2
3,1.34660193002492,20,2,1,1
2,1.34672599015175,20,2,2,1
4,1.82886133338616,20,1,2,1
2,2.29445291300362,20,1,2,2
3,1.57947212571162,20,1,1,2
4,0.997680890810443,20,2,1,2
2,2.97611767298076,20,1,1,2
1,2.02853956189938,20,1,1,2
2,1.38005439325934,20,1,2,1
3,2.41077360989584,20,1,1,1
1,1.04748785810079,20,1,2,1
1,1.37999613632564,20,1,1,1
2,1.1805479170871,20,2,1,1
2,0.83146357734222,20,2,2,2
2,1.54624242735736,20,1,1,1
3,1.36344693940191,20,1,1,2
2,2.37754119490273,20,2,1,2
2,1.26365430995065,20,1,1,2
3,1.46319338587637,20,2,1,1
3,2.37776426163327,20,2,1,1
4,1.31359439285006,20,2,2,2
3,2.09489572611346,20,1,1,1
2,1.13061115455639,20,1,2,1
2,1.5295000467886,20,2,1,1
1,1.64617571863346,20,1,1,1
4,2.62704902939731,20,2,2,1
4,0.99749978116597,20,2,2,2
2,1.04747910446895,20,1,2,1
3,1.04756241491123,20,1,1,2
1,1.67915790044935,20,1,1,2
2,0.765006595407613,20,2,2,2
1,1.29694256710354,20,1,2,1
3,0.814705500612035,20,2,1,2
1,0.781681059859693,20,2,1,2
1,1.11398045826354,20,2,2,2
3,1.99509072085493,20,1,1,1
3,0.764850841092994,20,2,1,1
1,0.698457851263811,20,2,1,2
3,0.532158434725716,20,1,2,1
1,1.49638776785287,20,1,2,2
1,3.37513937897165,20,1,2,1
1,1.57948238859535,20,2,1,2
4,0.798070880278829,20,2,1,2
3,1.09737481550837,20,2,2,2
3,0.881289259283221,20,2,1,1
3,3.24223205581075,20,1,1,1
3,0.89784056917415,20,2,1,1
1,1.79567027174926,20,2,1,1
2,1.24693094589747,20,1,2,1
2,3.37518435454695,20,2,2,2
4,1.03071770739916,20,1,1,1
2,1.28024938800081,20,2,2,1
2,1.09739292645827,20,2,1,1
2,1.33022448542761,20,1,2,1
3,2.34435858506185,20,1,1,2
1,2.19460172476829,20,1,2,1
4,0.964445457328111,20,1,1,2
2,0.79796402559441,20,2,1,2
4,1.44643621468276,20,2,1,1
3,2.62685946795682,20,1,1,2
3,3.70757189298456,20,1,2,1
4,1.19707417346945,20,2,1,2
2,8.36292504172889,20,1,2,2
4,1.19722932406876,20,2,1,1
4,2.44412646284036,20,2,1,1
3,0.931179235180025,20,2,2,1
3,0.764854161447147,20,2,1,2
2,0.931082039649482,20,2,2,2
2,2.7100479638757,20,1,1,2
2,2.36088514326548,20,1,2,1
1,2.46071671128448,20,1,1,2
4,1.13063349141157,20,2,2,1
2,1.66272883959755,20,2,1,2
1,1.46323021150602,20,2,1,2
1,2.42755281609425,20,1,1,1
4,1.13059636393155,20,2,2,1
4,0.731549604432075,20,1,2,2
2,1.23038688043016,20,1,2,2
1,1.51306253414077,20,1,1,1
4,1.01407040939375,20,2,2,1
2,0.930912400275702,20,2,2,1
4,0.897920559262275,20,2,1,1
1,1.24684250402788,20,1,1,1
4,1.16387948962802,20,2,1,2
4,2.52730650697777,20,1,1,1
2,2.06149548281974,20,1,1,1
2,0.964270384647534,20,2,1,2
2,2.01183793100063,20,1,2,2
4,5.1372364477138,20,1,2,2
2,1.19713393964048,20,1,2,2
3,2.0617309253721,20,2,1,1
1,1.59603098181833,20,2,2,2
1,1.06434131925926,20,2,1,1
1,1.23049464066571,20,2,2,2
4,1.39683299577155,20,1,1,2
4,3.40839684747334,20,2,2,1
4,0.964413461275399,20,1,1,2
3,1.61276611800713,20,1,2,1
2,1.72914205335837,20,2,2,1
1,0.881265715041081,20,1,1,1
4,1.7124962646194,20,2,2,2
2,1.5295121207746,20,2,2,2
3,1.8455644735368,20,1,1,1
2,2.32776169590943,20,1,1,2
4,1.38004865813127,20,1,1,2
1,1.94524541868304,20,2,2,1
3,1.59619035832293,20,1,2,2
4,0.980999785693712,20,2,2,1
2,1.39673278175178,20,2,2,1
4,1.47967859072378,20,1,2,1
4,1.76229266716109,20,1,2,2
1,2.07828163156228,20,2,1,1
3,3.17576450914203,20,1,1,2
1,3.6578648378636,20,1,2,2
2,2.49394097636105,20,1,1,1
2,1.34675043994503,20,1,2,1
3,2.57704797292536,20,1,2,1
4,2.51045002731553,20,1,2,2
4,2.80983576372091,20,2,1,1
3,1.54649869751302,20,2,2,1
4,3.57465732542914,20,1,2,2
3,1.54629313806072,20,1,1,1
1,1.51296865896438,20,2,1,2
2,1.28036439263087,20,2,2,1
1,1.16392597444064,20,1,1,2
3,1.03085293593176,20,1,2,1
3,0.997612370993011,20,2,2,2
2,2.06167025364994,20,1,2,2
1,1.81235530093545,20,1,1,1
3,1.08086546268896,20,1,1,2
3,1.23037359904265,20,2,1,1
2,0.931168670431362,20,1,1,2
2,1.21367076075694,20,1,1,2
2,2.57703529525315,20,1,1,1
3,1.87865622670506,20,2,1,2
3,1.21371996220842,20,1,2,2
2,1.44647696435277,20,2,2,2
4,1.11397019539436,20,2,1,1
4,1.71256901032757,20,1,1,1
3,1.28021859934961,20,2,2,1
4,0.997584600845585,20,2,1,2
1,1.66267963814607,20,2,2,1
2,0.715026064703125,20,2,2,2
4,0.864715914416593,20,2,1,2
2,3.02589234238258,20,2,2,2
2,1.69580912249512,20,1,1,2
3,1.14737104237429,20,2,1,2
2,0.781587486533681,20,2,2,2
2,0.84808099224756,20,1,2,2
4,1.33017769875005,20,1,2,2
4,1.86211185935827,20,2,2,2
3,1.89537385561562,20,2,2,1
1,2.94281190856418,20,1,1,2
3,1.91217147462885,20,2,2,2
2,5.73619899121695,20,1,2,1
2,1.39648103935178,20,2,1,1
2,1.01441149922903,20,2,2,2
2,1.69601377638173,20,2,2,1
1,0.88128110935213,20,1,1,1
4,1.14716699215933,20,1,1,2
2,0.831195535021834,20,2,1,2
1,2.74328279367182,20,1,1,2
4,3.37495977856452,20,1,1,2
2,2.62708525135531,20,2,1,1
2,2.07836041424889,20,1,2,1
1,1.04755305757863,20,2,2,1
2,1.61284097665339,20,2,2,1
4,1.8288721999852,20,1,1,1
4,1.9451762951503,20,2,2,1
2,3.19238614992355,20,2,1,1
4,0.980977448809426,20,2,2,2
1,0.665023800829658,20,2,1,2
1,1.56297816723236,20,1,2,2
2,4.75510865071556,20,1,1,1
4,1.56296518768067,20,2,1,1
2,2.47740083490498,20,1,2,1
1,4.33931377550471,20,1,2,2
4,3.12576194343274,20,2,1,1
4,1.11398558970541,20,1,1,2
3,1.33036756204092,20,1,1,1
2,2.29439073201502,20,1,2,2
4,6.83330968845985,20,1,2,1
1,1.14731459654286,20,2,1,1
1,1.26366759132361,20,2,2,2
1,0.731613294628914,20,2,1,2
3,1.84559435662231,20,2,1,1
3,1.67927411248093,20,1,1,2
2,1.91213736563805,20,2,1,1
2,1.09747955724015,20,2,1,2
1,1.62940466235159,20,1,2,1
3,1.3965625386918,20,1,1,1
2,1.16383421223145,20,2,2,2
2,1.66280943341553,20,1,2,1
3,1.18048573611304,20,1,1,1
1,0.864540539885638,20,1,2,1
2,1.23027066836949,20,1,2,2
3,1.28023610662785,20,1,1,1
3,0.814692521089455,20,2,2,1
3,0.781553377571981,20,1,1,1
3,0.748094273614697,20,2,2,1
1,1.13073732762132,20,1,2,1
4,0.831345554208383,20,2,2,2
3,0.814823523716768,20,1,1,1
4,2.29458421751042,20,2,2,2
4,1.06418647049577,20,2,2,2
3,1.57948902927455,20,2,1,1
3,2.04495202103863,20,1,1,1
3,1.39654050368699,20,1,2,1
4,0.781454370910069,20,1,2,2
4,1.54634233951219,20,1,1,1
3,0.947624897729838,20,2,1,1
1,1.11404686514288,20,1,1,2
3,1.01419477135642,20,2,1,2
1,1.61276068471489,20,1,2,1
1,0.68173690198455,20,2,1,2
4,0.897939575777855,20,1,2,1
4,1.57938640049542,20,2,2,1
2,0.847964478365611,20,2,2,2
4,1.47995780146448,20,2,2,1
2,4.43909704760881,20,1,1,2
2,0.864416177908424,20,1,2,1
3,1.28023821956594,20,1,1,2
4,0.864592156140134,20,2,1,2
3,0.714851897559129,20,2,1,2
2,0.631947140151169,20,2,2,2
3,1.44636105417158,20,2,1,1
3,1.04736017578398,20,1,2,2
2,1.69589514957624,20,2,1,1
2,3.8905327944376,20,2,1,2
3,0.798142418585485,20,2,1,2
4,1.01409425548627,20,2,2,1
4,1.49625736888265,20,2,1,2
4,1.59604516875697,20,1,1,2
2,1.09751487363246,20,1,2,2
3,4.40587731031701,21,1,2,2
1,3.24202166683972,21,1,2,2
2,5.8025476092007,21,1,1,1
4,5.03801461542025,21,2,1,1
4,3.20894319494255,21,1,2,1
1,4.25628073210828,21,1,2,1
1,4.07350939209573,21,1,2,2
1,3.059327600291,21,1,1,1
2,3.97360115428455,21,1,1,2
4,5.75255772122182,21,2,2,2
3,2.17812316073105,21,2,1,2
2,1.34683586331084,21,1,1,1
3,1.46318885823712,21,2,1,2
3,1.36347440769896,21,2,2,2
3,1.16375784412958,21,1,1,2
2,4.08996441191994,21,1,1,2
3,1.54647485143505,21,2,1,2
1,3.50815657549538,21,1,2,1
2,6.96621761540882,21,2,2,2
1,2.56064577656798,21,1,2,2
3,1.57942503714003,21,2,2,1
3,7.26556441327557,21,1,2,1
4,8.66235484811477,21,1,1,2
2,9.02797449985519,21,1,1,1
4,5.90218357881531,21,1,2,1
4,2.19468382769264,21,1,1,1
2,5.81917770183645,21,2,1,1
4,2.95940125151537,21,2,2,2
3,2.06194916251116,21,2,2,2
2,3.25861463183537,21,2,2,1
2,2.21128011331894,21,1,1,1
2,5.1208641345147,21,1,2,1
1,2.95958477584645,21,1,2,2
4,4.63879278348759,21,1,1,1
4,4.02346064336598,21,1,1,2
4,4.50567325996235,21,2,1,1
3,3.44166427687742,21,1,2,1
3,2.41069844947197,21,2,2,1
3,2.06164248334244,21,2,2,1
1,2.61035162443295,21,1,1,1
4,3.25890953885391,21,2,2,1
2,7.34875532379374,21,2,1,1
1,1.24708005948924,21,2,2,1
1,0.848013981711119,21,2,2,2
2,1.5130202753935,21,2,2,1
4,2.31116842897609,21,1,2,2
2,1.33020969480276,21,2,1,2
4,1.79567178105935,21,1,2,2
2,2.11160701629706,21,2,2,1
1,2.07824872992933,21,1,2,1
2,1.14715461619198,21,2,1,1
2,4.9544328097254,21,1,2,2
3,2.39415589324199,21,2,2,1
1,3.40840318636037,21,2,1,1
4,2.32765665231273,21,1,1,2
2,3.8573175847996,21,2,1,2
3,2.95933393924497,21,1,2,1
2,1.23048015194945,21,2,1,2
4,1.82895158650354,21,2,1,2
3,4.15656929998659,21,1,1,1
4,1.74591401522048,21,1,1,2
2,7.31543416529894,21,2,1,2
2,1.26366034685634,21,2,1,2
1,1.08077581343241,21,2,1,2
2,1.18048120825551,21,1,1,2
2,3.07589973765425,21,1,2,2
3,1.94539272109978,21,2,2,2
2,1.6793719115667,21,2,1,1
2,4.2896184923593,21,2,1,2
1,1.46324047422968,21,1,2,2
4,1.23060934338719,21,2,2,2
3,1.11395087698475,21,2,2,2
3,3.12570851598866,21,1,1,1
1,2.99273508787155,21,2,1,1
4,8.66229025227949,21,2,2,1
1,1.28035835549235,21,1,1,1
1,1.46303219837137,21,1,1,1
2,1.39671316137537,21,1,1,1
3,1.995293865446,21,2,1,1
3,1.79577229684219,21,2,1,1
1,2.37746905302629,21,2,2,2
2,4.93791440152563,21,1,2,1
1,1.04758324241266,21,1,1,2
2,1.04776405030861,21,1,2,2
4,0.665212758351117,21,1,1,2
3,4.04004002502188,21,1,2,1
2,0.798081445042044,21,1,2,1
4,3.94022656814195,21,1,1,1
4,3.72422492620535,21,1,2,2
2,1.37992278696038,21,2,1,2
3,1.87910900078714,21,2,2,2
4,1.19709560461342,21,2,1,1
4,1.91202266281471,21,2,2,2
1,1.14732787781395,21,2,1,1
4,0.86474096798338,21,2,1,1
2,2.74340202403255,21,1,2,1
1,2.26122774230316,21,2,2,1
4,1.9785683886148,21,2,1,1
1,1.89549278421327,21,1,1,2
4,0.848124760435894,21,1,1,1
1,4.88803197187372,21,2,1,2
2,1.52960871276446,21,2,1,1
4,1.33021784480661,21,1,1,2
3,0.864676372148097,21,1,1,2
1,3.29211207060143,21,2,2,1
3,1.74574497947469,21,1,1,1
2,2.72685735486448,21,1,1,2
4,2.12816738151014,21,1,1,2
2,0.881143164122477,21,1,2,2
3,0.79804461938329,21,1,2,1
3,0.681649063713849,21,2,1,2
4,2.26120540546253,21,2,2,2
1,1.19718314125203,21,2,1,1
3,2.37752157473005,21,2,1,2
4,1.79575086547993,21,2,2,2
4,2.57693266659044,21,1,2,2
3,1.23053388111293,21,2,2,2
4,1.44642806472257,21,2,1,2
3,2.07821160252206,21,1,2,1
1,1.1473622887861,21,2,2,1
3,1.89554953202605,21,2,2,2
1,1.08086667000316,21,1,2,2
2,1.09754505846649,21,1,2,2
1,1.51309966156259,21,1,2,1
4,1.1971019434277,21,2,2,1
1,2.1447799669113,21,1,1,2
3,1.72907836316153,21,2,2,1
4,4.85487924516201,21,2,2,1
1,2.07845791173168,21,2,2,1
4,1.77914643031545,21,2,2,1
3,1.03075543860905,21,1,2,2
3,1.31344437366351,21,2,1,1
4,4.43905599601567,21,2,1,1
1,1.19701652019285,21,2,2,1
4,2.79330045194365,21,2,1,1
2,3.0760476437863,21,2,1,1
4,2.22785768401809,21,2,1,2
2,0.947638178942725,21,2,1,2
3,2.72684588492848,21,2,1,2
3,1.52977080573328,21,1,1,2
2,0.764893703628331,21,2,1,2
4,1.39647892653011,21,1,2,2
3,4.43924978328869,21,1,1,1
2,1.230419480009,21,2,2,2
1,1.11391978664324,21,1,1,1
4,1.66262681433,21,1,2,1
1,0.615231624105945,21,2,1,2
2,2.84298184979707,21,1,1,1
4,0.864600909641013,21,2,1,2
3,0.764861707575619,21,2,2,2
2,0.831482291920111,21,1,2,2
3,2.27791216783226,21,2,2,1
4,0.814691313775256,21,1,1,1
3,1.14730523922481,21,1,2,1
3,0.731667929328978,21,1,1,1
2,3.22546794218943,21,1,1,1
3,1.51311928173527,21,1,1,1
4,2.24465500121005,21,1,2,2
3,1.6625736891292,21,2,1,1
1,6.41759389778599,21,1,1,1
4,1.23034401773475,21,2,1,1
4,0.897768427152187,21,2,2,2
4,1.01432547229342,21,1,2,1
3,2.12824767339043,21,1,2,1
2,2.54365980369039,21,1,2,2
1,2.07823575055227,21,1,2,1
3,4.75510895275511,21,2,2,1
2,2.84303346602246,21,2,2,2
3,4.73845471185632,21,1,1,2
4,2.14502597413957,21,1,2,1
4,1.86223139171489,21,2,1,2
1,1.16395706497133,21,2,1,1
4,1.19708322896622,21,2,1,1
1,2.77669631852768,21,1,1,2
1,1.08070457680151,21,2,1,1
1,0.731497082626447,21,2,1,1
1,1.3300714478828,21,2,2,1
3,5.27062008925714,21,2,1,2
1,1.84558681049384,21,1,2,1
1,1.14725000085309,21,1,1,1
3,3.20876902784221,21,2,1,1
3,1.18061643699184,21,2,2,2
4,2.72674446343444,21,1,2,1
4,5.33681355672888,21,2,2,2
4,3.12562580942176,21,1,2,2
1,3.27532833674923,21,2,1,1
3,1.92878888966516,21,2,2,1
3,2.21137308282778,21,2,2,2
2,0.848021226236597,21,2,2,2
4,0.631727393716574,21,2,2,2
2,1.54621163872071,21,1,1,2
2,2.36084801587276,21,1,2,2
2,4.04018491297029,21,1,2,2
2,5.85256979498081,21,2,2,1
3,1.4131352796685,21,1,1,1
3,8.46274664858356,21,1,1,1
4,1.64611383946612,21,1,1,2
3,2.22795880353078,21,2,1,1
4,1.71269065584056,21,1,2,2
1,1.81238276930526,21,2,2,2
1,1.94523092987947,21,2,1,1
2,1.21387179242447,21,1,1,1
1,5.30358234909363,21,1,2,1
4,1.89550998969935,21,1,2,1
3,1.03081882698461,21,2,1,2
2,3.37532169581391,21,2,1,2
4,1.97849835944362,21,2,2,2
1,4.15656205569394,21,2,2,1
1,1.67925479426049,21,1,2,2
4,1.56296911160462,21,2,1,2
1,1.59602071903646,21,1,2,1
3,3.47495132661425,21,1,2,1
4,1.64604230108671,21,2,1,2
2,1.77911383053288,21,2,2,1
4,1.52965066954494,21,1,2,2
1,4.68851855304092,21,1,2,2
4,4.37280547921546,21,2,2,1
2,2.02837807242759,21,1,1,1
3,2.57723904354498,21,1,1,2
2,0.764731912640855,21,1,1,2
3,0.665063946740702,21,2,2,1
2,1.3300165112596,21,2,2,2
3,4.00687884655781,21,1,1,1
1,4.77172274515033,21,1,2,1
4,0.731809798628092,21,1,2,1
2,0.731582505861297,21,1,2,2
4,1.74580172728747,21,2,1,2
3,2.9429522685241,21,1,2,2
4,1.11389020527713,21,1,1,2
2,1.09749464970082,21,1,1,2
2,1.92857668944634,21,2,2,1
2,0.847889015916735,21,2,1,1
4,1.96201496571302,21,2,2,2
4,1.11390258115716,21,2,2,1
1,1.94545007240959,21,1,2,1
2,1.42994255805388,21,1,1,2
3,2.07841112487949,21,1,2,2
4,1.47967406292446,21,2,2,1
3,0.881162180565298,21,2,1,2
4,2.54389645368792,21,1,1,2
1,3.5580260255374,21,1,2,1
1,2.01160943112336,21,1,1,1
4,1.61287780222483,21,1,1,1
1,2.85982323694043,21,1,1,2
3,5.12082851631567,21,1,2,2
4,1.61288142437115,21,2,2,2
4,1.47982468572445,21,2,1,2
2,1.23027579975314,21,1,1,2
1,1.99498929944821,21,1,1,2
1,6.40086057269946,21,2,2,1
4,4.90481419651769,21,2,1,2
3,6.99954964057542,21,2,1,1
2,4.09012650488876,21,2,2,2
3,3.10915328213014,21,1,1,2
3,5.00462825736031,21,1,1,2
4,2.47723964741454,21,2,2,2
2,1.66270257858559,21,1,2,1
1,1.82881484855898,21,1,2,1
1,1.04748514154926,21,1,2,1
2,1.41323126805946,21,1,2,2
2,1.87877002405003,21,1,1,2
4,0.881389171350747,21,1,2,2
1,1.49647138011642,21,2,2,2
2,0.76492811460048,21,2,1,1
3,1.52966093248688,21,1,1,2
2,2.32776139397174,21,2,2,2
4,0.881541907321662,21,1,2,2
1,1.01417907513678,21,1,1,2
4,2.90967729268596,21,2,1,2
4,1.08068797527812,21,1,1,2
2,1.87891159113497,21,1,1,1
4,1.57964599109255,21,2,2,1
2,2.22794431471266,21,2,2,1
2,0.914543105522171,21,1,2,1
2,0.881195384077728,21,2,2,1
3,1.54625027533621,21,2,2,2
2,1.44654005090706,21,2,2,1
3,3.24213727517053,21,1,2,2
1,0.981044761138037,21,2,1,2
1,0.947659006807953,21,2,1,1
3,3.14227703120559,21,1,2,2
4,2.01185151422396,21,1,2,1
4,1.36342490441166,21,2,2,2
1,1.77915458008647,21,2,1,2
1,7.78771936893463e-05,21,1,2,1
3,1.72933463333175,21,1,2,1
4,5.95208351570182,21,1,2,2
